noun_phrase,frequency
Swarming Agents,1
Decentralized Clustering,1
Spatial Orientation,1
Wayfinding,1
Analytical Methods,1
Pervasive,1
Recent Advancesin,1
Fine-Grain Parallelism,1
Elliptic,1
the Modeling,1
Virtual Computing,1
Leftist,1
Auditing Applications,1
Population Stratification,1
TCP Developments,1
Tables,1
Multi-Dimensional Packet,1
Decentralized,1
Platform-Based Design,1
the R-Mesh,1
Security Architecture,1
Operational Forensics,1
Block-LDA,1
Entity-Entity Links,1
Edge-Disjoint Paths,1
Unsplittable Flow,1
Legalization,1
Detailed Placement,1
0/1 Constraint,1
Auctions,1
Double-Ended Priority,1
Queues,1
Internet-Based Solutions,1
Standards Perspective,1
Time-Evolving Networks,1
Microarray Experiments,1
Matrix Factorization,1
Randomized Dictionary,1
Enhancing Security,1
Biometric Technology,1
Suffix Trees,1
Suffix Arrays,1
Trust Governance,1
Elimination Rules,1
Salvaging Resources,1
Wearable,1
Three-Dimensional Circuits,1
Motif,1
Information Modeling,1
Cognitive Disabilities,1
Service Composition,1
Mobile Objects,1
Handheld Devices,1
Mobile Phones,1
Governance Ecosystem,1
Planar Straight-Line,1
BeeHive,1
Insight,1
Energy-Saving Techniques,1
Multidomain,1
Modelica,1
Execution-Time Servers,1
EDF Scheduling,1
Ada 2005,1
Adaptive Hypermedia,1
Adaptive Web,1
System Dynamics,1
Environmental Systems,1
Synchronous Languages,1
Geyser,1
Low-Power Design,1
Emerging Memory,1
Localization Algorithms,1
Real-Time Communication,1
Inclusive e-Training,1
Know,1
Cache Invalidation,1
Contingency,1
a Glance,1
Port-Based Modeling,1
Engineering Systems,1
Bond Graphs,1
Energy-Efficient,1
Quantum Cryptography,1
The Pinwheel,1
Embedded Computation,1
Mobile Faults,1
Personalization,1
OrgSwarm,1
Seamless Service,1
Resource Replication,1
Transfer Studies,1
Efficient Data,1
Mobile Computers,1
Practical Issues,1
Graph-Structured Data,1
Spine,1
Radial Drawings,1
Entry,1
Bioinspired Algorithms,1
SADMs,1
Vocal Interfaces,1
Supporting,1
Enhancing Accessibility,1
Application-Tailored Databases,1
Power-Aware,1
Data-Intensive Services,1
Contract,1
Policies from,1
Resumption Planning,1
Disaster Recovery,1
GraphML,1
High-Performance Techniques,1
Parallel I/O,1
Transducers,1
Ten Steps,1
the Transport,1
Design of,1
Systems Handbook,1
An Emerging,1
Due Care,1
Multi-Robot,1
Multi-Camera Patrolling,1
Quadtrees,1
Octrees,1
Location-Dependent Database,1
Metaprogrammable Tools,1
Honeypot Essentials,1
Time-Critical Jobs,1
DeeDS,1
NG,1
Their Hybridization,1
Nonparametric Mixed,1
their Pose,1
Proxy-Caching,1
Identification-authentication,1
Striping Strategies,1
Dimensional Videos,1
Virtual Humans,1
Content-User Gap,1
High-Level Concepts,1
Color Palette-Based,1
Dropping,1
Facial Gesture,1
Multimedia Technologies,1
GPP,1
Multi-person,1
Automatic Generation,1
Video Documentaries,1
Semantic Concept,1
reg,1
Cross-Modal Utility,1
Secure JPEG2000,1
JPSEC,1
Range Image,1
Context-Based,1
Arithmetic Coding,1
Adaptation Decisions,1
Video Near-duplicate,1
Tracking Techniques,1
Simulation Technologies,1
Categorical Documentaries,1
End-to-End Security,1
Multimedia Adaptation,1
Rhetorical Documentaries,1
Object-Based,1
Cut Algorithm,1
Video Data,1
Interactivity,1
Mpeg-4,1
Fine Granularity,1
MPEG Standards,1
the Adaptation,1
3D scenes,1
Tracking Applied,1
Object Tracking,1
Covariance Matrices,1
Sports Video,1
XML-Based,1
Multimedia Metadata,1
Key Technologies,1
Categories,1
Video Service,1
Information Analysis,1
watermarking,1
Integral Images,1
Indexing Three,1
Dimensional Scenes,1
Error Resilience,1
Video Adaptation,1
Depth Image,1
Quality Assessment,1
Metadata Standards,1
Face Detection,1
Broadcast Video,1
Networked Collaboration,1
Pseudo-Color,1
Automated Lecture,1
ISO/IEC 21000-7,1
Transmission Approaches,1
Video-on-Demand System,1
Camera,1
Shake Compensation,1
Device Movements,1
Input,1
Micro-Architecture,1
Dimensional TV,1
High-Level Concept,1
Three-Dimensional Video,1
Navigation System,1
Partial Video,1
Bit Streams,1
Person Detection,1
Encryption Algorithm,1
Tracking Systems,1
based Techniques,1
Mobile Broadcast,1
Multicast Services,1
R-SSIM,1
Structural Similarity,1
MIME Types,1
Multiple Data,1
Encoding,1
Joint Decoding,1
Sensor 's,1
Characterization,1
Adaptation Decision,1
Multimodal Analysis,1
Multimedia Services,1
3G Networks,1
Vod System,1
the Gaze,1
Coding Format,1
Palette Generation,1
Part 7,1
Multimedia Framework,1
Facial Expression,1
Dimensional Data,1
Strategies,1
Hypercube-Based,1
MPEG-7 Systems,1
VLIW DSPs,1
Application-Specific Accelerators,1
Processing Graphs,1
FPGA Implementations,1
Integrated Modeling,1
Inertial Sensors,1
Smart Cameras,1
Polyhedral,1
Multicore Systems,1
Number Representations,1
General-Purpose,1
Home Entertainment,1
Code Optimization,1
DSPs,1
Kahn,1
Mixed Signal,1
Multi-Processor Systems-On-Chip,1
Processing Systems,1
Coarse-Grained Reconfigurable,1
Synchronous Dataflow,1
Its Extensions,1
DSP Instruction,1
DSP Systems,1
Systolic Arrays,1
High-Speed Links,1
Particle Filtering,1
Processing Tools,1
Radio Astronomy,1
FPGA-Based,1
DSP,1
Networked Classifiers,1
Signal Flow,1
Flow Graphs,1
Software Compilation,1
MPSoCs,1
Co-resident Attack,1
Cloud Computing,1
OLAP,1
Impala,1
Storage Technologies,1
Trajectories,1
Artifact-Centric,1
Robust Data,1
Flood Detection,1
Avoidance,1
Probabilistic Data,1
Parallel Graph,1
Event Logs,1
Model Repair,1
Geospatial Data,1
Big,1
Connected Vehicles,1
Continuous Queries,1
TPC-DS,1
Elasticity,1
Keyword,1
Privacy Preserving,1
Query Optimization,1
Python,1
CRDTs,1
Advancements,1
Query Accelerators,1
Generation,1
Network-Level Support,1
Future Directions,1
Graph Path,1
Geo-replicated Storage,1
Blotter,1
File System,1
Alluxio,1
the Cost,1
Compressed Data,1
Query Languages,1
Hardware Technologies,1
Schema Matching,1
DNA Sequencing,1
TPC,1
Exascale Computing,1
Invariants,1
Feature Learning,1
Social Graphs,1
Graph Compression,1
Energy Implications,1
Microbenchmark,1
Parallel Processing,1
Privacy Aspects,1
GPU-Based Hardware,1
TPCx-HS,1
Cheap Data,1
Cold Storage,1
Definition,1
Julia,1
Model Matching,1
Schema,1
Stream Analytics,1
Deviance Mining,1
Provenance,1
Data-Driven,1
Sliding-Window,1
Aggregation Algorithms,1
Dimension,1
Framework-Based,1
Reliability Requirements,1
Analysis Techniques,1
Geo-Replication,1
Orchestration Tools,1
Genomic Data,1
Large Data,1
In-Memory,1
SparkBench,1
SnappyData,1
Indexes,1
CRUD Benchmarks,1
Window Analytics,1
Graph Partitioning,1
the Cloud,1
Performance Measurement,1
Graph Exploration,1
Cybersecurity,1
Social Good,1
Storage Hierarchies,1
Event Log,1
HopsFS,1
NewSQL Databases,1
Fog Computing,1
Truth,1
Hive,1
Stream Window,1
Aggregation Semantics,1
Automotive Industry,1
Pattern Matching,1
TPC-H,1
Predictive Business,1
Scalable Architectures,1
IoT Applications,1
Processing Frameworks,1
Large Graphs,1
NVM,1
Historical,1
Graph Management,1
SciDB,1
Wildfire,1
HTAP,1
Deep Learning,1
Native,1
RDF Systems,1
YCSB,1
Sketching,1
Influence Analytics,1
Privacy-Preserving,1
Record Linkage,1
Manufacturing Industry,1
ETL,1
Workflow Systems,1
Scala,1
Graph Embeddings,1
Consistency Models,1
Visual Graph,1
Clojure,1
a Service,1
Exploring Scope,1
Stream Benchmarks,1
Warehouses,1
Smart Industries,1
Unsupervised Methods,1
Concept Drift,1
Stream Learning,1
Visualization Tools,1
Hadoop,1
Rendezvous Architectures,1
Microservices,1
Weaker Consistency,1
Models/Eventual Consistency,1
StreamMine3G,1
TARDiS,1
Distant Supervision,1
Virtualized Big,1
Data Benchmarks,1
Benchmarking,1
Smart Cities,1
Machine-Printed Character,1
Font Recognition,1
Music Scores,1
Logo,1
Trademark,1
Asian Character,1
Page Similarity,1
Document Recognition,1
Postal Applications,1
Check Processing,1
Document Image,1
Document Creation,1
Image Acquisition,1
Document Quality,1
Graphical Documents,1
Online Handwriting,1
Imaging Techniques,1
Symbol Recognition,1
Diagonal,1
SDRI,1
Probabilities,1
CN2,1
SORT,1
Meta-combiner,1
Semi-naive,1
Bayesian Learning,1
Table Extraction,1
Initialization,1
Self-Adaptive Systems,1
Post-Pruning,1
Table,1
And Logic,1
Perceptron,1
Deep,1
Sort,1
Problem Definition,1
One Database,1
C4,1
.5,1
Variable Subset,1
CART,1
Post-pruning,1
Event Extraction,1
Media Texts,1
Multi-armed Bandit,1
Opinionated Documents,1
Multi-Armed Bandit,1
Objective,1
OPUS,1
Co-training,1
Opinion Mining,1
Feature Generation,1
Bias-Variance Trade-Offs,1
Meta-Combiner,1
ID3,1
RIPPER,1
PBE,1
Net,1
Non-Propositional Data,1
NLP Applications,1
Bias-Variance Trade-offs,1
Enrichment,1
Cover,1
Co-Training,1
kernel,1
Augmentation,1
Nonpropositional Data,1
Quasi-Interpolation,1
Estimate,1
Polarity,1
Stream,1
Washing,1
Online Controlled,1
A/B Testing,1
Network Architecture,1
MDL,1
Pre-Pruning,1
Kernel-Based,1
Laplacian,1
F-Measure,1
Dynamic Memory,1
Multi-relational Data,1
Cascade-Correlation,1
Bias-Variance,1
Eigenvector,1
LVQ,1
Scrubbing,1
Bibliographic Data,1
L1-Distance,1
Co-reference,1
Pre-pruning,1
Maximization Algorithm,1
Foil,1
Unsupervised Learning,1
Document Datasets,1
Reconciliation,1
Semantic Annotation,1
Organization Packets,1
HMM,1
Dynamic Selection,1
Deterministic Decision,1
Multi-label,1
Privileged Information,1
CBR,1
Semantic Information,1
Spatiotemporal Constraint,1
Co-Registration,1
Periodic,1
Web Application,1
OpenStreetMap,1
Ocean,1
Surface Velocity,1
MOBR,1
Conceptual Generalization,1
Geocomputation,1
Concurrency Control,1
Neighbor Query,1
NSDI,1
Real Estate,1
Feature Service,1
WFS,1
WMS,1
Ice,1
Sheets,1
Ice Volume,1
Geosensor Networks,1
Formal Foundations,1
Digitization,1
Object Languages,1
Flock,1
Hierarchical Data,1
4-Intersection,1
Materials,1
Co-location,1
Sequestration,1
Dynamic Travel,1
Time Maps,1
the Characterization,1
Dynamic Regions,1
Four-Intersection,1
Spatial Access,1
Itemset Discovery,1
X-Tree,1
GEOSS,1
Spatiotemporal Structure,1
Sustainability,1
Information Presentation,1
Operator,1
Temporal,1
Constraint Databases,1
Moving Objects,1
TSP,1
