phrase,wiki_score
location discovery,0.25
keys,0.1
authentication algorithm,0.85
expressiveness,0.2
global warming,0.0
eavesdroppers,0.3
ubicomp,0.8
purpose,0.1
resource constraints,0.4
application-tailored databases,0.7
gestures,0.1
lagrange interpolation,0.6
pattern recognition,0.6
akaike 's,0.05
energy-efficient,0.0
ampa,0.0
computing group,0.75
diacap,0.1
visualizations,0.6
parametric,0.4
prevention,0.05
universal access,0.35
optimizing targeting,0.75
haar wavelet,0.6
memory augmented,0.65
physical security,0.85
virtual teams,0.35
early verticals,0.1
images identification,0.65
openstack,0.7
database machine,0.5
kinect,0.7
source,0.3
hyperlinks,0.5
interval partitioning,0.2
sensitivity analysis,0.35
boardroom,0.0
temporal reasoning,0.5
hybridization,0.0
dependability,0.5
bim,0.1
microcomputers,0.7
phenomenology,0.0
perceptual grouping,0.15
hyperparameter values,0.5
bit,0.55
telephony systems,0.3
reusability,0.2
computational complexity,0.85
authentication services,0.95
subsidence,0.0
fault-tolerant services,0.9
background subtraction,0.7
secondary use,0.15
the complexity,0.9
sha-0,0.55
sha-1,0.5
sha-2,0.7
haptics,0.3
prototyping,0.5
examples,0.25
oscillations,0.1
broca 's,0.0
scala,0.1
pet,0.1
resonances,0.0
logic devices,0.35
linear sifting,0.6
saas,0.1
integration,0.3
pem,0.1
convolution algorithms,0.9
coinduction,0.6
mate choice,0.0
patient,0.05
demography,0.0
concurrent data,0.85
bsp,0.2
blind students,0.1
knowledge transfer,0.15
approximation algorithm,1.0
wsdl,0.7
lattice theory,0.15
erlang 's,0.65
readability,0.1
logic-based authorization,0.95
neurobiology,0.05
constraint,0.55
homophily,0.2
intranets,0.7
bist,0.0
rectangular drawing,0.2
optogenetic approaches,0.2
maude,0.0
extensions,0.4
bise,0.0
a methodology,0.2
neural networks,0.9
negative gates,0.35
platform module,0.55
causation,0.0
exercises,0.0
financial markets,0.05
reflexivity,0.2
frames,0.05
nss,0.15
ethical usability,0.05
bdd-based,0.45
multilayer,0.4
normality,0.0
intermediaries,0.2
borel,0.0
handbook,0.0
mobile agents,0.45
bi-objective,0.3
e-motion-s,0.1
astrostatistics,0.25
the enterprise,0.1
motivational,0.05
single object tracking,0.7
cryptanalysis,0.9
swarming agents,0.4
multilevel,0.3
nanotechnologies,0.2
handovers,0.05
the 2d,0.3
sdi,0.0
model complexity,0.95
the law,0.0
dynamic programming,0.9
early blocking,0.1
homomorphic cryptosystems,0.6
e-collaboration,0.3
reservoir computing,0.8
decomposition algorithms,0.7
labview,0.7
exploration,0.0
sonic interactions,0.65
resampling,0.9
aversion,0.2
autonomous,0.15
discrete aspects,0.45
ultra-reliable,0.2
groupware,0.9
constant,0.05
congruence,0.0
engineering,0.1
organizational,0.0
fluency,0.1
riemannian manifolds,0.2
priors,0.0
holistic experience,0.2
terrorism information,0.0
priori,0.0
grid frameworks,0.65
rijndael,0.5
aggregates,0.2
enterprise,0.15
polynomials,0.7
maze routing,0.25
memory bi,0.55
security policy,0.4
visibility,0.25
fisher,0.0
a priori,0.0
papr,0.0
cryptographic modules,0.9
cd-rom,0.4
the perils,0.1
tradeoff,0.8
third party,0.2
cross-layer algorithms,0.6
input words,0.6
simulated evolution,0.45
gradient estimate,0.6
virtual machine,0.85
correntropy,0.0
large deviations,0.1
webword,0.1
interactive support,0.5
the power,0.05
mobile cloud,0.75
polyominoes,0.1
coordinate transformations,0.2
factoring,0.2
granular,0.0
catchments,0.0
critical,0.05
rnn store,0.5
congestion control,0.4
logic synthesizer,0.5
prior bayes,0.15
practice-based knowledge,0.25
vlc,0.5
confounding,0.05
spatial presence,0.2
the antecedents,0.0
video surveillance,0.35
auditory displays,0.45
a glance,0.1
statistical approaches,0.45
multicriteria decision-making,0.6
eigenvalues,0.3
markov chains,0.6
qos scheduling,0.65
neural encoder,0.8
multimodal sentences,0.55
an overview,0.0
content repurposing,0.45
l-band,0.0
today,0.1
cellular networks,0.2
insertion,0.15
obdd-sizes,0.2
unary problems,0.8
entwicklung,0.0
access,0.6
tcp syn,0.75
policies from,0.1
microprocessor,0.6
improving business,0.0
3g,0.3
exercise,0.0
3d,0.6
database tokens,0.85
non-linear,0.1
distributed computing,0.9
high-accuracy,0.1
sinr,0.3
handhelds,0.4
packing,0.1
objects,0.15
the gpu,0.8
data centers,0.55
orientation selectivity,0.0
object tracking,0.55
imperfections,0.0
the response,0.15
biographies,0.0
belgian hospitals,0.0
vergleich,0.0
implementation,0.35
a5/1,0.1
derandomization,0.8
user profiles,0.8
training algorithm,0.9
radiometrics,0.0
decentralized,0.4
less computation,0.9
tau,0.0
pigale,0.05
names,0.0
approximation errors,0.6
resets,0.4
a low-cost,0.0
temporal access,0.5
near-instantaneously adaptive,0.0
feature processor,0.7
different approaches,0.1
bio-inspired algorithms,0.85
injectivity,0.0
network approaches,0.65
multi-exponentiation,0.4
reciprocity,0.1
perturbed oscillators,0.2
bayesian approaches,0.25
convolutional,0.9
gnss-r,0.0
the downlink,0.1
melding,0.1
enhancing security,0.5
imagenet classification,1.0
prox-regularization method,0.1
iii,0.1
amygdala,0.1
definability,0.2
running-key,0.15
art image,0.5
orthogonal regularization,0.7
astrophysics explorations,0.0
pseudoline,0.15
cybercrime,0.2
personality,0.0
an examination,0.0
rehabilitation,0.0
speech recognition,0.8
experiential,0.0
knowledge communication,0.05
dynamic malware,0.95
proportions,0.0
dl,0.0
temporal logic,0.8
invasive attacks,0.1
the editor,0.4
electronic signatures,0.7
neural network,1.0
feature unification,0.15
statistical distributions,0.0
gcd,0.3
noises,0.0
differentiability,0.2
gcm,0.3
formal verification,0.7
modeling of,0.5
3-uniform hypergraphs,0.5
benchmark datasets,0.8
non-isothermal multiphase,0.2
adaptive algorithms,0.75
preconditioners,0.5
philosophy,0.05
buchbesprechung,0.0
mixed,0.05
graph structured,0.85
multiplication,0.15
virtual computing,0.55
debruijn,0.0
perform inference,0.6
the inadequacy,0.0
representation learning,0.8
mbms,0.2
computer worms,0.9
ampa receptor,0.0
ontology-based simulation,0.75
transitivity,0.3
crosstalk,0.3
hyperrings,0.0
user manual,0.3
hbase,0.7
interworking,0.4
develop rnn,0.7
industries,0.1
electron microscopy,0.0
fuzzy decision,0.8
uniformization,0.0
neural population,0.5
csma/ca,0.1
lp,0.0
tsv,0.0
anonymization,0.5
online communities,0.4
tss,0.2
spektrum,0.0
dac,0.3
nonparametric density,0.2
dielectric,0.0
power management,0.35
the parameterization,0.5
collaborative filtering,0.45
freshness,0.0
linear probes,0.45
variations ranks,0.0
x. 509,0.85
l1,0.1
single wire,0.0
constraints,0.45
konferenzen/workshops,0.0
spatial logic,0.55
similarity search,0.55
lfp,0.0
salesman,0.05
system architectures,0.7
smos,0.1
robotic,0.9
network computing,0.8
stuf,0.0
reo,0.0
merkle-hash-trees signatures,0.85
actuarial methods,0.05
usb 1,0.25
workflow,0.7
projektbeschreibung,0.0
intrusion analysis,0.75
approaches,0.05
hazard,0.1
factorization circuits,0.75
likelihood,0.1
interaction,0.1
group communication,0.1
learning algorithm,0.95
categoricity,0.0
vehicular,0.2
time-varying,0.3
statistical machine,0.95
hybrid meta-heuristics,0.6
human-centered concepts,0.2
elliptic curves,0.1
the parallelization,0.6
dynamic random,0.35
untraceability,0.3
smartcard,0.6
lock-keeper technology,0.5
improvements,0.15
pgp,0.4
the convergence,0.2
data storage,0.65
myths,0.0
editor-in-chief 's,0.0
e-commerce ii,0.1
stt-ram,0.5
crime prevention,0.05
projection polytopes,0.0
programmable,0.3
icts,0.1
parallel algorithms,0.95
structural equation,0.25
zur persistenten,0.0
mpeg-21,0.2
slopes,0.0
ogc,0.6
medical statistics,0.15
key generation,0.6
youtube,0.1
basic structures,0.4
compensation,0.0
trusses,0.0
communication technologies,0.15
priority queues,0.7
abstracts,0.1
game bot,0.65
various rnn regularizers,0.8
symmetries,0.0
single cells,0.05
stochastic blockmodels,0.05
dementia,0.0
terminological obfuscation,0.5
acceleration,0.1
structural concrete,0.0
simultaneous embedding,0.75
smartsenior,0.0
international issues,0.05
mix,0.05
many nlp applications,0.7
siso,0.6
ieee 802.16,0.1
cyber-crime,0.45
crawling,0.2
byte level,0.8
dialog system,0.55
payment,0.1
usability engineering,0.85
neural error,0.95
spam filtering,0.7
courseware,0.1
disease,0.0
physical random,0.35
cross domain,0.85
graphs,0.55
cyber-bullying,0.1
high-throughput,0.4
nb-iot,0.6
rendezvous,0.1
selection,0.15
algebraic specifications,0.7
text,0.3
privacy protection,0.65
knowledge integration,0.5
cross-validation,0.6
complete families,0.15
aelig,0.1
dependency parsers,0.75
2-factors,0.3
knowledge,0.25
controls,0.15
collaborative approach,0.05
augmented cognition,0.35
ambiguity,0.2
optimization techniques,0.9
deep models,0.75
cooperation,0.0
energy-aware,0.4
timing,0.15
computational modeling,0.85
unsolvability,0.4
densities,0.15
qsar/qspr studies,0.3
keystream,0.65
preparing participants,0.05
secure relationships,0.0
teams,0.05
mining techniques,0.2
gravity analysis,0.05
managing uncertainties,0.3
medical informatics,0.35
caches,0.6
ofdm,0.1
data-flow analysis,0.75
dial-up,0.2
network generates,0.6
audits,0.15
neural models,0.95
istributed database systems,1.0
pattern,0.7
department-level,0.05
combinatorial designs,0.25
routing,0.6
accessibility tests,0.65
nonlinear continuous,0.4
a history,0.0
abuses,0.0
state compatibility,0.6
security risk,0.5
version 1.0,0.65
version 1.1,0.2
impairments,0.1
tensors,0.0
empathy,0.1
calcium buffering,0.0
time series,0.15
adts,0.2
passing,0.1
new test inputs,0.9
multi label classification,0.85
statecharts,0.7
image segmentation,0.9
sign-on,0.05
data science,0.5
spatial knowledge,0.25
mv-algebras,0.4
networks based,0.65
unification grammars,0.65
pharming attack,0.5
ad,0.05
system permissions,0.75
piecewise,0.5
makespan minimization,0.5
power-efficient strategies,0.0
organizational memory,0.25
golomb 's,0.3
information fusion,0.2
significance tests,0.05
tool automation,0.5
translation system,0.7
outliers,0.0
retransmissions,0.3
s/mime,0.45
video content,0.55
locales,0.25
bifurcations,0.2
older adults,0.0
produkte,0.1
a dbms,0.7
non-precise data,0.5
determinism,0.1
handwriting,0.2
survival data,0.05
diegese theory,0.0
chaotic,0.2
formulation,0.1
multilayer perceptron,1.0
intuitionistic,0.7
arrangements,0.0
dictionary dialog,0.25
regression,0.15
starcraft,0.5
network agent,0.55
feature extractor,0.6
metrology,0.1
a categorization,0.2
electronic calculators,0.15
conductance models,0.15
non-boolean domains,0.2
finite,0.3
acirc,0.1
smart space,0.35
iov,0.2
non-rigid objects,0.35
rejewski 's,0.6
generic attacks,0.6
variance,0.05
web document,0.8
recourse,0.0
planar graphs,0.95
neural,0.55
emanations,0.1
qos enhancements,0.5
residuals,0.3
sets,0.15
datacenters,0.8
rom/prom/eprom,0.95
cognitive systems,0.35
policy analysis,0.05
statistical science,0.1
biometric key,0.75
lossy,0.7
testbed,0.2
cross-layer,0.6
bigram types,0.75
color vision,0.3
statistical methods,0.1
the perturbation,0.3
informatik-patente,0.0
wsans,0.1
gmm,0.0
gml,0.3
location awareness,0.4
absorption,0.0
gma,0.1
substitution-permutation,0.5
geometric camera,0.45
some remarks,0.05
propositions,0.2
smart,0.2
safety-critical systems,0.4
tests,0.2
optimizations,0.8
lilog-grammatik,0.0
platform-based design,0.45
telepresence,0.3
deployment,0.35
gaming scalability,0.4
cortical control,0.15
success,0.05
decomposition methods,0.6
dataflow computers,0.95
embedded devices,0.9
der maschinellen,0.0
the fll-approach,0.1
visual dialog,0.65
security implication,0.55
anderson-darling tests,0.1
classical,0.05
branch-and-bound,0.9
e-unifikation,0.1
authority,0.1
software baseline,0.85
real-time communication,0.5
raycasting,0.9
tms,0.1
parallelization,0.5
0.25,0.1
interaction modeling,0.4
rall,0.0
visual secret,0.2
public key,0.85
chains,0.05
overspender,0.0
motoneurons,0.0
noise,0.2
multi-core,0.7
dcf,0.1
assumptions underlying,0.05
simplex,0.4
vision-based,0.5
a.,0.1
smart items,0.4
quotients,0.1
evolutionary algorithms,0.9
spectral lower,0.3
weak convergence,0.0
web access,0.85
secure data,0.8
sploits,0.2
energy harvesting,0.0
microgrids,0.0
sparse reconstruction,0.7
image signals,0.8
functional,0.35
chemists,0.0
interdependence,0.1
security breaches,0.65
aromaticity,0.0
type annotations,0.9
testing exponentiality,0.15
ip networks,0.65
ridge,0.0
snmp,0.4
rcr,0.0
online players,0.75
geometrical spanner,0.7
anthropometry,0.55
buchtipp,0.0
bartlett 's,0.05
canada 's,0.0
non-monotonic logics,0.45
sleep apnea,0.0
the unification,0.0
real-time services,0.2
algorithmic game,0.65
basic elements,0.2
blind detection,0.05
rc4,0.4
rc5,0.5
rc6,0.45
learning difficulties,0.05
byod,0.4
penalty method,0.55
esscirc,0.4
a prelude,0.1
pin,0.0
security councils,0.0
hpsg,0.4
transitions,0.05
system dynamics,0.3
resting-state,0.2
zum aufbau,0.05
unstructured grids,0.8
virtual,0.65
the axiomatization,0.4
hla,0.1
web semantics,0.75
the determinant,0.1
fmea,0.6
variation,0.05
uavs,0.3
control problems,0.45
cheque,0.1
quaternion,0.2
ultra-dense,0.4
microelectronics,0.1
support education,0.1
4g,0.3
augmented,0.3
two-dimensional,0.0
exponentiation,0.2
tree-like graphs,0.55
a critique,0.0
generate models,0.6
facilities,0.0
sleep,0.05
sequence autoencoder,1.0
1 +1,0.0
injection defense,0.25
handwriting synthesis,0.6
natural language,0.75
conjecture,0.0
risk,0.15
human-robot,0.9
neue,0.0
rise,0.05
nanoelectronic-based detection,0.15
vestibular function,0.0
communication networks,0.45
ion concentrations,0.0
side-channel attacks,0.65
open-source,0.8
calcium pumps,0.0
training algorithms,0.9
translation model,0.55
multilevel thresholding,0.6
the hyperbolicity,0.0
a nutshell,0.0
unifikationsgrammatiken,0.0
an algorithm,0.9
geometric reconstruction,0.65
degeneracy,0.1
intermittency,0.15
unsupervised learning,0.9
semantic parsers,0.85
guidelines,0.3
post-processing,0.2
body motion,0.05
message dissemination,0.2
tactile,0.1
web-based,0.9
schedulers,0.6
learning rules,0.7
specification,0.55
pulse-coupled oscillators,0.1
domain restriction,0.2
causes,0.05
reaction-diffusion simulators,0.6
aggregation operators,0.55
compilers,0.85
fuzzy models,0.7
choquet,0.0
openfoam,1.0
asymmetry,0.1
data quality,0.3
enron,0.0
reversals,0.0
industrie 4.0,0.3
wdm,0.1
environmental attacks,0.15
biometric,0.9
discussion groups,0.25
composite applications,0.35
input hidden,0.9
brainmap,0.05
data cleansing,0.25
anti-foundational,0.0
common models,0.4
scaffolding,0.1
a tradeoff,0.8
regression models,0.05
postural control,0.2
non-liturgical examinations,0.05
database manipulations,0.45
lexical content,0.15
image saliency,0.55
art parsing,0.7
deceptive communication,0.0
real-time,0.1
wbans,0.1
compression codes,0.7
ma,0.05
gap junctions,0.0
chebyshev polynomials,0.6
build systems,0.9
data semantics,0.7
wlans,0.0
digital rights,0.45
multi label problems,0.8
dynamic scheduling,0.8
learning statistics,0.55
new trends,0.1
scheduling,0.45
network hidden,0.45
recognizability,0.0
end framework,0.85
cyber-risk management,0.7
verification method,0.5
digital manufacturing,0.25
charging,0.0
the bottleneck,0.4
multi-level,0.3
description,0.4
subretinal devices,0.0
network rnn,0.85
mesh,0.5
the effectiveness,0.0
predicates,0.3
approximate inference,0.5
parallel,0.2
e-cash,0.15
pluralbehandlung,0.0
bootstrap,0.35
capacitors,0.0
e-commerce,0.1
complexity,0.8
algorithms,1.0
correlation,0.1
intelligent technologies,0.5
carnap,0.0
entertainment applications,0.45
knowledge patterns,0.4
precoding,0.4
exascale,0.9
biological methods,0.05
fuzzy rule,0.75
biofuels,0.0
bottleneck,0.4
stem-and-leaf,0.0
otilde,0.1
n-polytopes,0.0
mathematische grundlagen,0.25
the fork95,0.05
imu,0.0
similar architectures,0.95
convolutional nets,1.0
reconfigurable computers,0.75
clp,0.0
mac algorithms,0.65
volcano,0.05
tractable learning,0.85
collaboration systems,0.3
grid infrastructure,0.4
graphical processing units,0.75
eigenvalue,0.3
the well-separated,0.2
mcmc,0.4
networks rnns,0.95
digital-to-analog converters,0.35
ales,0.0
dialogue systems,0.5
their history,0.0
co-occurrence,0.7
axiomatizations,0.4
lifelong learning,0.0
pmsms,0.0
combining,0.05
input samples,0.7
nonexistence,0.0
thermodynamic models,0.05
quality,0.1
rootkits,0.9
sentinel-1,0.0
sentinel-2,0.1
multiantenna technology,0.0
minkowski addition,0.15
hierarchical memory,0.75
quasi-active approximation,0.45
bayesian semiparametric,0.2
independence,0.0
channel coding,0.75
trajectories,0.1
small,0.05
generalized rayleigh,0.15
formation,0.0
reoptimization,0.5
boosting,0.4
the xml,0.9
step sizes,0.55
spatial concepts,0.15
generalized quasi-likelihood,0.0
pmsm,0.0
inkrementeller,0.0
real neurons,0.7
proof systems,0.55
priorities,0.1
building secure,0.45
memory lstm,1.0
mpeg-7,0.2
mpeg-4,0.3
mpeg-2,0.1
separable,0.4
narratives,0.0
maurer 's,0.0
e-service,0.25
exact inference,0.4
recent advances,0.25
extract features,0.7
biochemical signaling,0.0
top,0.0
soc design,0.2
bitcoin,0.8
pain processing,0.0
forschungs,0.0
speech signals,0.6
operating systems,0.95
tool,0.1
integrity checks,0.75
recurrent network architectures,1.0
stator,0.0
hemirings,0.0
composants,0.1
speech tagging,0.75
roles,0.0
gabor,0.1
host-based firewalls,1.0
algebraic immunity,0.35
the psychology,0.0
classes,0.05
language modeling,0.85
sixth edition,0.05
part ii,0.05
lbp,0.3
new aspects,0.1
intelligence gathering,0.1
device pairing,0.45
the transport,0.05
learning systems,0.5
meega,0.0
computer-mediated communication,0.25
natural language processing,1.0
interactive art,0.35
cultural heritage,0.0
resource allocation,0.3
system supported,0.65
enablers,0.2
quadtrees,0.9
hyperparameter optimization,0.95
cerebellar learning,0.1
partitioning-based methods,0.5
partition,0.35
flow,0.05
dns-based botnet,0.9
musical,0.05
mobile p2p,0.25
multiparity games,0.0
messung,0.0
evaluation methods,0.25
stem learning,0.15
malware classification,0.95
ransomware,1.0
reductions,0.35
random,0.3
phasentyp-verteilungen,0.0
5w network,0.45
the future,0.0
solutions,0.2
pki,0.3
availability,0.35
discrete memory,0.65
ocl,0.2
gesture recognition,0.75
saliency,0.3
delays,0.2
wsns,0.2
geodesics,0.1
das publikum,0.0
correlation attack,0.7
their analysis,0.3
axiom,0.4
continuity,0.1
efficient sets,0.45
statistical machine translation,0.95
bursting regimes,0.05
fluid,0.05
cramer-rao,0.3
java security,0.85
the problem,0.3
control rules,0.35
population coding,0.2
variable selection,0.35
collusion,0.0
incremental construction,0.7
skipjack,0.05
geriatric residences,0.0
rfid-based automation,0.35
social perspectives,0.05
ipes,0.1
automatic,0.05
mergers,0.0
financial applications,0.55
thrashing,0.1
three-phase,0.1
intermittent connectivity,0.45
detection,0.45
multiple image datasets,0.85
the equivalence,0.1
primality proving,0.2
the estimation,0.4
on-demand,0.1
tensor,0.0
policy formation,0.1
efta,0.1
retinal disease,0.0
categorical data,0.25
modem architectures,0.45
finger,0.05
adversarial autoencoders,0.7
expert-systems,0.9
approach,0.05
spatial rnn,0.75
discovery,0.05
v. 2.0,0.45
weak,0.25
weak keys,0.75
mathematical countermeasures,0.3
a system,0.2
dynamo,0.1
ict use,0.15
opendlib,0.0
polytope,0.1
fault,0.2
games,0.25
model parameters,0.5
encrypted data,0.95
faces,0.05
the vlsi,0.5
dijkstra 's,0.5
spectral interdependency,0.4
floorplan representation,0.25
e-discovery,0.2
linear mixed,0.4
benutzerschnittstelle,0.05
comprehension,0.2
privacy-preserving,0.6
multi-criteria,0.3
trust,0.1
deutschen verben,0.0
conference,0.05
despeckling,0.3
user mobility,0.25
decoupling,0.2
its applications,0.2
simplification,0.3
least-squares,1.0
online research,0.25
discriminator function,0.65
succinct solvers,0.5
gene-expression programming,0.35
robotics man,0.5
wireless sensor,0.3
de bruijn,0.35
content-enriched communication,0.05
formalization,0.4
action selection,0.45
power-aware,0.4
wfs,0.0
smart machines,0.35
compliance,0.15
graphene,0.1
cellular automata,0.7
grammars,0.8
wireless systems,0.25
the minimization,0.8
bimolecular reactions,0.0
localization algorithms,0.65
davies-meyer hash,0.55
recursion,0.8
camellia,0.0
complex,0.05
online advertising,0.2
ecg biometrics,0.25
principles of,0.05
moose,0.05
decision-making,0.2
monotonic,0.3
coevolution,0.1
challenge-based learning,0.15
general systems,0.3
hipaa,0.2
normalization,0.5
re-identification,0.5
mobile speech,0.5
semi-variance,0.4
themenheft,0.0
fusion,0.15
weak coupling,0.1
multistage,0.2
parallel i/o,0.7
grid environment,0.35
e-mail discussions,0.5
generalized bisection,0.3
biostatistics,0.1
most nlp applications,0.75
word sequence,0.5
boolean functions,0.45
logiciels,0.7
dopamine,0.0
shamir 's,0.1
operations security,0.35
ell,0.0
rhythm perception,0.1
5w,0.15
conversational agents,0.55
character behaviors,0.25
evolutionary computation,0.8
formal requirements,0.6
a 2,0.0
5g,0.2
a 1,0.0
hypergroups,0.0
a 4,0.0
network protocols,0.7
motion planning,0.6
advances,0.0
afferent signals,0.0
propositional proofs,0.4
authorship,0.0
intraclass,0.05
ipsec,0.85
factoring challenge,0.6
sketch-based,0.3
evidence-based best,0.05
comparability,0.1
cross-frequency coupling,0.0
valence,0.0
scatterers,0.0
word similarity,0.6
grid environments,0.4
the interface,0.4
survey sampling,0.05
a 0.13,0.1
selectivity,0.0
neurovascular coupling,0.0
indirect,0.1
their significance,0.15
fingerprinting,0.7
pseudospectra,0.2
icn,0.1
ica,0.1
ipmsm,0.0
ubiquity,0.2
espionage,0.0
a review,0.2
averaging,0.2
certificate-based access,0.9
video communications,0.2
pwm rectifiers,0.0
extracellular potentials,0.05
solution methods,0.65
limitation,0.0
purkinje cells,0.0
attacks,0.2
wissensbasen,0.05
interconnect modeling,0.3
generative image,0.75
trustworthy,0.4
active models,0.35
simple preprocessing steps,0.8
constructivism,0.0
microreview,0.1
ip/mpls,0.9
security council,0.0
modalities,0.1
computational tractability,0.8
systemen,0.4
a reconfigurable,0.6
alignment techniques,0.25
ahp,0.0
neuromorpho.org,0.1
ambient assisted,0.5
categorization,0.3
der lambek-kalk,0.0
end method,0.45
multiprocessors,0.9
hypermedia,0.9
supercapacitors,0.0
resource discovery,0.5
art bits,0.55
balance control,0.1
benders ',0.1
metabolism,0.0
synthesis,0.05
succinct representation,0.6
convergence accuracy,0.6
bottlenecks,0.3
tacit knowledge,0.05
copis,0.0
policy development,0.0
wireless,0.1
information measures,0.6
solar,0.0
program transformation,0.65
statistical forecasting,0.1
web bugs,0.7
branch-and-bound algorithms,0.95
chi-square test,0.0
fundamental algorithms,0.85
deep auto encoders,0.85
gratifications,0.0
academic libraries,0.0
design automation,0.25
obfuscation,0.5
multiple solutions,0.5
advancements,0.0
base model,0.5
boppard,0.0
systems based,0.7
object-oriented software,0.9
engines,0.2
connectionist models,0.4
ng,0.15
setting,0.1
self-assembly,0.0
high assurance,0.6
kernel machines,0.9
finite-state transducers,0.8
superposition,0.3
karmarkar 's,0.4
diagnostics,0.1
multicarrier,0.3
complexity related,0.8
web penetration,0.65
sql,0.65
q-rung orthopair,0.0
disk-based,0.7
hashing,0.7
observer-based,0.0
n.,0.1
obdds,0.8
reachability analysis,0.65
nuclei,0.0
sbml,0.35
brownian motion,0.05
neighbors,0.25
roi,0.0
input data,0.6
access control,0.8
collaborative computation,0.7
visual development,0.4
trust governance,0.1
natural language generation,0.75
computation,0.85
cross classified,0.05
feal,0.05
web 2.0,0.55
itu-t,0.1
policy-based,0.2
case-based reasoning,0.7
embedded computation,0.8
tts synthesis,0.75
machine intelligence,0.85
neuroethics,0.0
security roles,0.35
gaussian input,0.65
methyl,0.0
abstractions learning,0.5
finding irregularities,0.0
rigid bodies,0.15
a calculus,0.2
web-based issues,0.85
social network,0.55
bayesian methods,0.35
tilings,0.0
level,0.05
schedulability properties,0.3
standards,0.05
e-yumi 3d,0.25
derivationsmorphologie,0.0
handle images,0.7
such learning parameters,0.9
accumulation,0.05
a decomposition,0.35
quantifiers,0.5
mceliece,0.6
multipliers,0.1
legged locomotion,0.0
multi-queue systems,0.4
port,0.25
order statistics,0.0
corba,0.3
new roles,0.0
cpu denial,0.95
fta-expressions,0.05
number field,0.0
eurostat,0.0
intervention analysis,0.1
grundwortschatz,0.0
instant messaging,0.45
the handbook,0.1
denoising,0.7
realizations,0.4
speech decoders,0.7
supercapacitor,0.0
groups,0.05
antichains,0.2
parallel programs,0.85
pc trees,0.8
the state-of-the-art,0.0
bilinear pairings,0.0
three-valued logic,0.35
delaunay triangulation,0.8
hyperparameter choices,0.6
resonance,0.05
conjugate gradients,0.8
tolerance criterion,0.4
navigation,0.2
numerical methods,0.75
convolution,0.7
the nature,0.0
a survey,0.0
quasi-static scheduling,0.4
multimedia audio,0.45
networks learning,0.8
impacts,0.05
recognition principles,0.05
many-valued logic,0.45
free flight,0.25
online identities,0.6
terrasar-x,0.1
pattern formation,0.15
memory,0.55
nonlinear pca,0.8
diagrams,0.2
athena,0.05
temporales schlie,0.0
african,0.0
consistency performance,0.6
video streaming,0.35
functional data,0.45
biology-derived algorithms,0.6
confounder control,0.0
census,0.0
assessment tasks,0.0
cases,0.15
kurtosis,0.1
protein-coupled receptors,0.0
television series,0.0
sphere,0.05
video games,0.55
deep relu,0.75
radon,0.0
reverse engineering,0.65
online reviews,0.5
aircrafts,0.0
target selection,0.25
sepa,0.05
cluster analysis,0.45
usability,0.75
extracellular medium,0.0
http/11,0.7
recent output representations,0.85
multilingual recognition systems,0.7
joint coordination,0.0
the presence,0.1
automatic speech recognition,0.9
cognitive robots,0.85
serendipity,0.2
power ic,0.1
requirements,0.65
leverage dependencies,0.55
inheritance,0.1
fault-based,0.25
application models,0.85
kriging,0.4
informa,0.0
affordance,0.1
time-sharing systems,0.85
information,0.35
continuous systems,0.35
birthday,0.05
handwritten numerals,0.1
online viewer,0.65
runtime,0.8
landsat etm,0.2
devs,0.3
sequential ranks,0.3
topic summaries,0.2
feature extractors,0.7
representation,0.1
stochastic geometry,0.0
context-aware applications,0.6
connectivity data,0.5
non-elliptical posteriors,0.1
layer security,1.0
visual aftereffects,0.15
word lstm,0.95
computational forensics,0.4
tlprolog,0.0
rnn cell,0.65
diagnostic error,0.25
procedures,0.0
presence,0.1
collapsibility,0.05
fpgas,0.2
low-cost,0.0
esec,0.05
music processing,0.25
penmanship,0.0
frege,0.1
whirlpool,0.0
decryption,0.7
wireless internet,0.1
multisets,0.5
processes,0.15
sampling problems,0.4
permissions,0.5
remote access,0.6
retinex,0.9
ensemble,0.1
coexistence,0.1
retinal prostheses,0.2
neural turing,0.95
incomplete data,0.45
order k.,0.05
weighted,0.2
spectre attacks,0.45
ron 's,0.05
movement disorders,0.0
the disabled/limited,0.1
natural language tokens,0.7
cross site,0.7
hacker,0.3
cross-positive matrices,0.15
intrinsic processes,0.3
serotonergic modulation,0.0
spki/sdsi,0.1
gptips 2,0.05
tableau calculus,0.35
security test,0.95
basic data,0.5
neural network rnn,0.95
gaussians,0.5
reformulation,0.2
theory,0.15
gaba-a,0.05
evolutionary techniques,0.65
group signatures,0.4
error-correcting,0.85
gis,0.8
image recognition,1.0
raster,0.8
generalized clauses,0.5
web intelligence,0.55
biofeedback systems,0.2
connectivity,0.5
universal one-way,0.2
deeper networks,0.75
motion,0.05
zur intelligenten,0.0
rate-distortion,0.7
unification-based grammars,0.65
high-resolution,0.3
origin,0.15
text representations,0.55
symbolic,0.25
play video,0.65
reductionism,0.1
telerehabilitation,0.15
counter-economic,0.05
closed-form,0.0
autonomic systems,0.1
unternehmen,0.0
engineer,0.05
surveys,0.15
dynamic separation,0.55
provenance,0.1
service attacks,0.75
response,0.2
stimulation,0.0
anti-spoofing,0.5
their complexity,0.8
algorithmic motion,0.55
prosthesis,0.05
forensic dna,0.1
enigma,0.3
