noun_phrase,frequency,score
the verification,37,0
page,37,0
polynomial,37,0
a secure,37,0
enterprise,37,0
discourse,37,0
nigeria,37,0
e-business,37,0
event-related potentials,37,0
care,37,0
ipv6,37,0
creation,37,0
dispersion,37,0
state-of-the-art,37,0
data structures,37,0
mobile commerce,37,0
node,37,0
concurrency control,37,0
uncertain,37,0
linear optimization,37,0
dempster-shafer theory,37,0
the face,37,0
hypertext,37,0
triangles,37,0
network traffic,37,0
social capital,37,0
forensic analysis,37,0
annotation,37,0
infinity,37,0
the creation,37,0
economies,37,0
future research,37,0
the level,37,0
economic,37,0
formulations,37,0
the usa,37,0
the degree,37,0
dc-dc converters,37,0
customers ',37,0
learners,37,0
defects,37,0
a database,37,0
ab initio,37,0
sensor data,37,0
imbalanced data,37,0
papr reduction,37,0
distribution algorithm,37,0
new method,37,0
egypt,37,0
rough set,37,0
airborne lidar,37,0
the perspective,112,-75152
collection,61,-24217
interval,77,-40579
elimination,62,-25668
ship detection,50,-13700
intelligent,77,-40733
lattice,36,0
factoring,36,0
integer,36,0
multiplication,36,0
umts,36,0
silicon,36,0
equation,36,0
rapid prototyping,36,0
model reduction,36,0
low,36,0
new methods,36,0
definitions,36,0
poisson,36,0
pet,36,0
countermeasures,36,0
system dynamics,36,0
efficient data,36,0
avoidance,36,0
query optimization,36,0
hadoop,36,0
genetic,36,0
complete,36,0
vegetation indices,36,0
gait recognition,36,0
structural,36,0
super-resolution,36,0
sparse graphs,36,0
a toolkit,36,0
a matrix,36,0
dft,36,0
meshes,36,0
c.,36,0
agency,36,0
researchers,36,0
dialogue,36,0
synergy,36,0
a procedure,36,0
observer,36,0
a fully,36,0
enterprises,36,0
firm performance,36,0
the length,36,0
pascal,36,0
a robot,36,0
fuzzy reasoning,36,0
the downlink,36,0
rejoinder,36,0
-1,36,0
undecidability,36,0
spectral clustering,36,0
interior-point methods,36,0
structural properties,36,0
automatic segmentation,51,-15606
empirical study,60,-24780
capacity,153,-117810
time series,184,-148856
a simulation,54,-18954
their,35,0
form,35,0
inequalities,35,0
chain,35,0
cultural heritage,35,0
computability,35,0
nonlinear dynamics,35,0
soa,35,0
fragments,35,0
six,35,0
a critique,35,0
prototype,35,0
the enterprise,35,0
paradigm,35,0
broadcasting,35,0
pattern matching,35,0
inverse,35,0
property,35,0
rdf,35,0
literature,35,0
cognitive,35,0
theorems,35,0
fingerprints,35,0
als,35,0
online auctions,35,0
cache,35,0
csp,35,0
fast algorithm,35,0
bargaining,35,0
valuation,35,0
local search,35,0
friction,35,0
the correlation,35,0
the shape,35,0
vectors,35,0
optical flow,40,-5000
numerical modeling,35,0
the lifetime,35,0
spectrum sensing,35,0
equalization,35,0
uplink,35,0
downlink,35,0
d2d,35,0
prognostics,35,0
the hypercube,35,0
populations,35,0
cayley graphs,35,0
steganalysis,35,0
atanassov 's,35,0
blind separation,35,0
sentinel-2,35,0
optical remote,35,0
a perspective,105,-70455
device,40,-5480
new insights,39,-4485
imagery,119,-84490
insight,39,-4524
a vision,36,-1692
termination,42,-7896
motivation,70,-35910
utilization,63,-28980
batch,34,0
sql,34,0
secrecy,34,0
trade-offs,34,0
extrapolation,34,0
parallel computers,34,0
significance,34,0
return,34,0
audio,34,0
q-learning,34,0
high-performance,34,0
data compression,34,0
uncertain data,34,0
workflows,34,0
execution,34,0
anomalies,34,0
the area,34,0
potentials,34,0
the model,34,0
a representation,34,0
tweets,34,0
a priori,34,0
comput,34,0
the sensitivity,34,0
a concept,34,0
controller design,34,0
moocs,34,0
optimal policies,34,0
stochastic demand,34,0
spacecraft,34,0
copyright,34,0
saliency,34,0
text mining,34,0
hybridization,34,0
recent progress,34,0
belief functions,34,0
taiwan 's,34,0
two classes,34,0
the journals,34,0
topsis,34,0
binary,34,0
fuzzy data,34,0
the reduction,34,0
eine,34,0
vegetation,34,0
finite,57,-23085
dynamic pricing,58,-24128
logic programming,110,-76340
image denoising,116,-82360
everything,48,-14496
high,41,-7667
minimal,37,-3848
stochastic processes,33,0
rf,33,0
logistics,33,0
computational modeling,33,0
oscillations,33,0
functional programming,33,0
pakistan,33,0
contexts,33,0
geometric,33,0
a matter,33,0
keyword,33,0
dimensionality,33,0
weight,33,0
singapore,33,0
nonlinear optimization,33,0
illumination,33,0
credit,33,0
grasp,33,0
parameterization,33,0
convergence properties,33,0
the city,33,0
dependencies,33,0
functional dependencies,33,0
london,33,0
tournaments,33,0
deadlines,33,0
the applicability,33,0
the specification,33,0
heuristic algorithms,33,0
chance,33,0
numerical optimization,33,0
soft,33,0
learners ',33,0
formalization,33,0
note,33,0
erp,33,0
mobile ip,33,0
the support,33,0
lifetime,33,0
feature fusion,33,0
greece,33,0
multiple sources,33,0
co-channel interference,33,0
thoughts,33,0
quantitative evaluation,33,0
hybrid approach,33,0
reconfiguration,33,0
large datasets,33,0
hyperspectral remote,33,0
rotating machinery,33,0
vertices,33,0
wdm,33,0
otilde,33,0
ambient intelligence,70,-37030
control charts,46,-13754
exploitation,43,-10836
dynamic optimization,55,-22880
a knowledge,32,0
a branch,32,0
aes,32,0
decoding,32,0
gait,32,0
soil,32,0
server,32,0
correctness,32,0
3g,32,0
voronoi diagrams,32,0
data quality,32,0
asymptotics,32,0
modularity,32,0
matrix factorization,32,0
video compression,32,0
camera,32,0
benchmarking,32,0
agent-based modeling,32,0
strength,32,0
sentiment,32,0
stream,32,0
reachability,32,0
bayesian network,32,0
protein,32,0
probabilistic analysis,32,0
hilbert 's,32,0
velocity,32,0
distribution algorithms,32,0
industrie 4.0,32,0
disaster,32,0
matter,32,0
dissemination,32,0
its evaluation,32,0
new york,32,0
genes,32,0
the formation,32,0
journal,32,0
force,32,0
green,32,0
computational study,32,0
two methods,32,0
numerical simulations,32,0
chief,32,0
a path,32,0
web sites,32,0
the origins,32,0
a research,32,0
a reply,32,0
servers,32,0
ultrasound,32,0
recursion,32,0
variable coefficients,32,0
802.11,32,0
computation offloading,32,0
associative memory,32,0
pmsm,32,0
perfect matchings,32,0
chordal graphs,32,0
fuzzy ahp,32,0
evidence theory,32,0
mathematical morphology,32,0
the makespan,32,0
indonesia,32,0
similarities,32,0
lossless compression,32,0
the hough,32,0
vom,32,0
detector,44,-12012
saliency detection,44,-12056
mechanism,212,-180200
the sphere,34,-2244
broadcast,37,-5402
signatures,42,-10416
expert system,72,-40464
a hierarchy,52,-20592
abstracts,82,-50758
automatic recognition,45,-13770
domains,73,-41829
http,31,0
asynchronous,31,0
perfect,31,0
rehabilitation,31,0
the home,31,0
memories,31,0
autonomous,31,0
denoising,31,0
p2p,31,0
modal logics,31,0
histograms,31,0
diagnostics,31,0
encoding,31,0
landmarks,31,0
aircraft,31,0
radiation,31,0
trajectory,31,0
simultaneous,31,0
explanations,31,0
inventory control,31,0
priors,31,0
supervisory control,31,0
signaling,31,0
a meta-analysis,31,0
the practice,31,0
software architecture,31,0
wind,31,0
asia,31,0
lithium-ion battery,31,0
convexity,31,0
account,31,0
the science,31,0
analog,31,0
a gpu,31,0
integrals,31,0
a cluster,31,0
part 3,31,0
carrier frequency,31,0
conjunction,31,0
tutorial,31,0
uk,31,0
analog circuits,31,0
the good,31,0
mexico,31,0
land use,31,0
mobile apps,31,0
landsat data,31,0
hyperspectral,31,0
persistence,31,-279
image analysis,105,-74550
experts,69,-38709
comprehension,30,0
base,30,0
conceptual design,30,0
mac,30,0
persons,30,0
the state-of-the-art,30,0
spatial databases,30,0
wimax,30,0
nearest neighbors,30,0
presentation,30,0
thermal,30,0
cross-layer optimization,30,0
stochastic analysis,30,0
watermarking,30,0
person,30,0
schema,30,0
liquid,30,0
cross-validation,30,0
manifolds,30,0
autonomy,30,0
linearization,30,0
self-organizing map,30,0
leadership,30,0
negotiation,30,0
south africa,30,0
embeddings,30,0
xml data,30,0
motion analysis,30,0
particle filters,30,0
chip multiprocessors,30,0
perturbation analysis,30,0
permutation,30,0
two-dimensional,30,0
influence maximization,30,0
mathematical model,30,0
term,30,0
principle,30,0
composite,30,0
syntax,30,0
sensor fusion,30,0
satisfiability,30,0
the system,30,0
organisations,30,0
drones,30,0
coalition formation,30,0
institutions,30,0
group decision-making,30,0
analyse,30,0
cancer,30,0
benders decomposition,30,0
cfd,30,0
optimal selection,30,0
a software,30,0
kalman filtering,30,0
data science,30,0
the deployment,30,0
simulator,30,0
omega,30,0
elearning,30,0
the journal,30,0
robot navigation,30,0
computational experience,30,0
computational grids,30,0
the diffusion,30,0
enhancements,30,0
polygons,30,0
fuel cell,30,0
sliding-mode control,30,0
graph matching,30,0
cubes,30,0
median problem,30,0
sar data,30,0
the surface,30,0
winter wheat,30,0
lasso,30,0
microlaw,30,0
rationality,59,-29087
wavelet transform,56,-26488
integrity,30,-570
electric vehicle,36,-6588
reinforcement,37,-7622
image compression,101,-71710
flexible,66,-36762
sustainability,81,-51840
statistical analysis,151,-121857
digital images,100,-70900
group decision,111,-81918
inheritance,29,0
smoothing,29,0
nonlinearity,29,0
set,29,0
runtime,29,0
secret,29,0
opportunistic,29,0
a history,29,0
deformation,29,0
software quality,29,0
geographic,29,0
source localization,29,0
spam,29,0
vulnerabilities,29,0
splines,29,0
competitive advantage,29,0
sigma,29,0
homogeneity,29,0
cybersecurity,29,0
cscw,29,0
proximity,29,0
positioning,29,0
chemistry,29,0
software architectures,29,0
robust design,29,0
profit,29,0
efficiency analysis,29,0
the path,29,0
the diameter,29,0
introduction to,29,0
perturbation,29,0
combinatorics,29,0
modular,29,0
bibliometrics,29,0
fault-tolerant,29,0
the acquisition,29,0
democracy,29,0
patents,29,0
both,29,0
fire,29,0
openness,29,0
guidance,29,0
evaluations,29,0
a role,29,0
multi-agent system,29,0
a kind,29,0
the distance,29,0
estimator,29,0
formation control,29,0
issue,29,0
quantitative assessment,29,0
he,29,0
microblogs,29,0
k-means clustering,29,0
bag,29,0
outage,29,0
gaussian noise,29,0
wi-fi,29,0
converter,29,0
a ring,29,0
the question,29,0
institutional repositories,29,0
fmri data,29,0
actuator saturation,29,0
gene expression,29,0
complexes,29,0
propositions,29,0
ct,29,0
smart card,29,0
effective,29,0
wheat,29,0
autism,29,0
the heart,29,0
beijing,29,0
parabolic equations,29,0
peano arithmetic,29,0
or forum,29,0
energy harvesting,112,-83104
the flow,33,-4125
migration,60,-31200
hyperspectral imagery,99,-70290
texture classification,67,-38324
aerial vehicles,35,-6405
relaxation,31,-2573
integral equations,32,-3648
multiuser detection,39,-10686
mimo channels,51,-22695
inspection,37,-8732
discrimination,67,-38860
spheres,30,-1950
abstraction,74,-45954
ma,28,0
formal analysis,28,0
a focus,28,0
personality,28,0
their impact,28,0
fractals,28,0
lambda,28,0
correlation analysis,28,0
model-based,28,0
the response,28,0
multimedia content,28,0
dct,28,0
interactivity,28,0
multi-agent,28,0
positive,28,0
imitation,28,0
swarm optimization,28,0
periodic,28,0
smart buildings,28,0
conjecture,28,0
time-series,28,0
occlusion,28,0
multiple objectives,28,0
stochastic programs,28,0
factor analysis,28,0
subject,28,0
lda,28,0
variable,28,0
nonlinear control,28,0
description logics,28,0
svd,28,0
fortran,28,0
can,28,0
bifurcation analysis,28,0
symposium,28,0
biomass,28,0
liquids,28,0
inclusion,28,0
a retrospective,28,0
relay,28,0
a source,28,0
combinations,28,0
the paradox,28,0
the scalability,28,0
wide,28,0
the spectrum,28,0
obituary,28,0
the point,28,0
people 's,28,0
the description,28,0
cdma,28,0
cochannel interference,28,0
vector regression,28,0
fiber,28,0
gnss,28,0
operational semantics,28,0
identities,28,0
degradation,28,0
subspace clustering,28,0
the calculus,28,0
the axiom,28,0
the light,28,0
monoids,28,0
fuzzy approach,28,0
smart home,28,0
thailand,28,0
new zealand,28,0
interview mit,28,0
coalgebras,28,0
computed tomography,28,0
satellite remote,28,0
the ietf,28,0
modula-2,28,0
maize,28,0
welcome,28,0
technology,479,-451218
stereo vision,29,-1363
lagrangian relaxation,30,-2490
a protocol,30,-2670
energy consumption,105,-77910
stochastic modeling,27,0
dc,27,0
mars,27,0
ambient assisted,27,0
m-learning,27,0
ga,27,0
multigrid methods,27,0
gamma,27,0
disease,27,0
computational analysis,27,0
intellectual property,27,0
multivariate,27,0
markov processes,27,0
expansions,27,0
clustering algorithms,27,0
particle swarm,27,0
a roadmap,27,0
decentralized,27,0
jpeg,27,0
adaboost,27,0
semantic annotation,27,0
nearest neighbor,27,0
neighborhood,27,0
microwave,27,0
profile,27,0
externalities,27,0
kernel methods,27,0
relational data,27,0
hand,27,0
expression,27,0
autonomous robots,27,0
a robust,27,0
iterative,27,0
thresholds,27,0
network analysis,27,0
dna sequences,27,0
tags,27,0
participatory design,27,0
individual,27,0
the quest,27,0
www,27,0
social influence,27,0
mathematical modelling,27,0
planes,27,0
its effect,27,0
california,27,0
o.,27,0
object-oriented programming,27,0
single machine,27,0
pitfalls,27,0
autonomous navigation,27,0
small cells,27,0
topology optimization,27,0
multiplicative noise,27,0
head,27,0
data dissemination,27,0
fabrication,27,0
belief propagation,27,0
behavioral,27,0
panel,27,0
binary data,27,0
fuzzy ideals,27,0
multiple sensors,27,0
subgroups,27,0
antarctica,27,0
clock synchronization,27,0
matrix converters,27,0
40-nm cmos,27,0
28-nm cmos,27,0
boolean algebras,27,0
the reals,27,0
quantifiers,27,0
computer-chess championship,27,0
early detection,37,-10138
technical,476,-449344
flexibility,60,-33360
the generation,92,-65412
scheduling problem,33,-6435
refining,29,-2436
pedestrian detection,36,-9864
incentives,58,-31900
convergence rate,26,0
local convergence,26,0
rsa,26,0
dementia,26,0
human behavior,26,0
blogs,26,0
teleoperation,26,0
animation,26,0
mesh,26,0
parallel architectures,26,0
epilepsy,26,0
randomization,26,0
student 's,26,0
financial,26,0
mappings,26,0
privacy-preserving,26,0
specialization,26,0
geography,26,0
contours,26,0
subspace,26,0
bibliography,26,0
redundant manipulators,26,0
the crowd,26,0
power electronics,26,0
matroids,26,0
calculi,26,0
public policy,26,0
earthquake,26,0
urban,26,0
reproducibility,26,0
step,26,0
divergence,26,0
many,26,0
iv,26,0
bisimulation,26,0
student,26,0
the market,26,0
the speed,26,0
announcement,26,0
zeros,26,0
a synthesis,26,0
data augmentation,26,0
a line,26,0
artificial noise,26,0
a community,26,0
unknown environments,26,0
cliques,26,0
a time,26,0
efficient algorithm,26,0
distributed data,26,0
temporal dynamics,26,0
importance sampling,26,0
dss,26,0
im,26,0
objectives,26,0
emphasis,26,0
a paradigm,26,0
outage analysis,26,0
physical-layer security,26,0
throughput optimization,26,0
the h-index,26,0
the decidability,26,0
reconfigurable hardware,26,0
optimum design,26,0
homomorphisms,26,0
schizophrenia,26,0
generators,26,0
aqueous solution,26,0
planar,26,0
the undecidability,26,0
object segmentation,26,0
residuated lattices,26,0
unsupervised segmentation,26,0
harmonics,26,0
time-frequency analysis,26,0
pulse,26,0
quantile regression,26,0
math,26,0
vlsi design,26,0
bericht,26,0
the key,26,0
homogenization,26,0
actor-network theory,26,0
the archives,26,0
fun,26,0
model-based clustering,26,0
electrophysiological evidence,26,0
priority,41,-15293
chemical processes,46,-20424
confidence intervals,54,-28458
intensity,33,-7557
hierarchies,42,-16590
transition,68,-42636
data collection,42,-16674
prospect theory,32,-6784
techniques,434,-408828
medium,28,-2940
the algebra,25,0
quasi-newton methods,25,0
certification,25,0
cross-correlation,25,0
ecc,25,0
blocking,25,0
parallel programming,25,0
peer-to-peer,25,0
transaction,25,0
locations,25,0
triangulations,25,0
biological,25,0
normality,25,0
spreadsheets,25,0
different approaches,25,0
configuration,25,0
pairings,25,0
topology control,25,0
log n,25,0
a grid,25,0
provision,25,0
inertial sensors,25,0
big,25,0
vagueness,25,0
angle,25,0
conceptual modeling,25,0
nanotechnology,25,0
the workplace,25,0
observers,25,0
web portals,25,0
basics,25,0
electric,25,0
the behaviour,25,0
characteristic,25,0
tradeoffs,25,0
discrete-time,25,0
cut,25,0
symmetries,25,0
gain,25,0
re-identification,25,0
visualizations,25,0
corruption,25,0
cipher,25,0
descriptors,25,0
provisioning,25,0
ethernet,25,0
plagiarism,25,0
a difference,25,0
wavelet analysis,25,0
the limit,25,0
a tabu,25,0
a result,25,0
short,25,0
disruption,25,0
gas,25,0
the suitability,25,0
west africa,25,0
the boundary,25,0
arabic,25,0
new developments,25,0
the density,25,0
a parallel,25,0
content analysis,25,0
online shopping,25,0
named data,25,0
hardware impairments,25,0
spatial correlation,25,0
mimo-ofdm,25,0
kalman,25,0
convolutional,25,0
antenna arrays,25,0
power optimization,25,0
the throughput,25,0
cnns,25,0
a benchmark,25,0
icts,25,0
a question,25,0
modality,25,0
a call,25,0
type theory,25,0
cambridge,25,0
covariates,25,0
s.,25,0
land cover,25,0
harmonic analysis,25,0
markov chain,25,0
free graphs,25,0
a poset,25,0
the bad,25,0
closure,25,0
template matching,25,0
character recognition,25,0
